,Floor,Kitchen,Bedrooms,Bathrooms,Toilets,Primary Energy Consumption (in kWh/m²),Energy Class,CO₂ emission,Heating Type,Double Glazing,Rent (in €),Additional Costs (in €),Tenement,House Type,Living Area (in m²),Furnished,Building Condition,Elevator,Total Rent (in €)
1829,2,Hyper equipped,3,2,1,140,C,47,Gas,Yes,1850.0,0,No,Others,150,No,Good,Unknown,1850.0
1830,1,Others,3,1,1,175,D,37,Gas,Yes,1290.0,40,No,Apartment ,117,Unknown,Good,No,1330.0
1831,5,USA hyper equipped,1,1,1,197,Not specified,44,Gas,No,790.0,100,No,Others,35,Unknown,As new,Yes,890.0
1832,3,Installed,1,1,1,263,Not specified,50,Gas,No,900.0,0,No,Apartment ,70,Yes,Others,Unknown,900.0
1833,1,Installed,3,1,2,294,F,58,Gas,Yes,2250.0,130,No,Apartment ,175,No,Just renovated,Yes,2380.0
1834,1,USA installed,2,1,1,411,Not specified,92,Gas,Yes,975.0,75,No,Apartment ,80,Unknown,As new,Yes,1050.0
1835,0,Installed,2,1,1,227,E,46,Gas,Yes,1100.0,220,No,Apartment ,90,No,As new,Unknown,1320.0
1836,3,USA hyper equipped,2,1,3,246,Not specified,52,Gas,Yes,1235.0,0,No,Apartment ,105,No,As new,No,1235.0
1837,1,Hyper equipped,2,1,1,133,C,28,Gas,Yes,1295.0,90,No,Apartment ,121,Unknown,As new,Yes,1385.0
1838,6,Hyper equipped,1,1,1,356,Others,71,Gas,Yes,1200.0,150,No,Apartment ,75,No,As new,Yes,1350.0
1839,6,Hyper equipped,1,1,1,356,Others,71,Gas,Yes,1200.0,150,No,Apartment ,75,No,As new,Yes,1350.0
1840,6,Hyper equipped,1,1,1,356,Others,71,Gas,Yes,1200.0,150,No,Others,75,No,As new,Yes,1350.0
1841,6,Hyper equipped,1,1,2,109,C,23,Gas,Yes,1380.0,175,No,Apartment ,93,Yes,As new,Yes,1555.0
1842,2,Hyper equipped,1,1,1,202,D,57,Gas,Yes,1250.0,180,No,Apartment ,98,No,As new,Yes,1430.0
1843,0,Hyper equipped,5,2,3,262,E,56,Gas,Yes,2350.0,0,No,Others,200,No,As new,Unknown,2350.0
1844,5,Installed,1,1,1,245,Not specified,53,Gas,Yes,950.0,200,No,Apartment ,70,No,As new,Unknown,1150.0
1845,4,Installed,2,1,1,281,Not specified,61,Gas,No,990.0,100,No,Others,90,No,As new,Unknown,1090.0
1846,3,USA installed,2,1,1,252,Not specified,54,Gas,Yes,625.0,100,No,Others,40,No,As new,Yes,725.0
1847,2,Hyper equipped,4,1,1,365,Others,92,Others,Yes,1295.0,280,No,Apartment ,135,No,As new,Unknown,1575.0
1848,3,Installed,2,1,2,243,E,42,Gas,Yes,1500.0,150,No,Apartment ,105,Unknown,As new,Yes,1650.0
1849,2,Hyper equipped,3,1,2,201,D,43,Gas,Yes,1300.0,85,No,Apartment ,120,Unknown,As new,Yes,1385.0
1850,3,Installed,2,1,1,174,D,39,Gas,Yes,1000.0,0,No,Apartment ,94,No,Good,Yes,1000.0
1851,3,Hyper equipped,2,1,1,234,Not specified,49,Gas,Yes,1150.0,100,No,Apartment ,93,No,Good,Unknown,1250.0
1852,5,USA hyper equipped,1,1,1,217,Not specified,46,Gas,Yes,1200.0,140,No,Apartment ,60,Yes,Just renovated,Yes,1340.0
1854,5,Hyper equipped,1,1,1,153,D,20,Gas,Yes,870.0,0,No,Apartment ,61,No,As new,Yes,870.0
1855,3,USA hyper equipped,2,2,2,86,B,52,Gas,Yes,1550.0,10,No,Others,90,No,As new,No,1560.0
1856,1,Installed,3,1,2,234,Not specified,49,Gas,Yes,1150.0,0,No,Apartment ,100,No,As new,Unknown,1150.0
1857,4,Installed,2,2,2,240,E,51,Gas,Yes,1150.0,250,No,Apartment ,116,No,Good,Yes,1400.0
1858,3,Hyper equipped,2,1,2,278,F,55,Gas,Yes,1950.0,250,No,Apartment ,100,Yes,As new,Yes,2200.0
1863,0,Hyper equipped,2,1,2,214,E,46,Gas,Yes,2175.0,125,No,Others,135,No,As new,Yes,2300.0
1864,0,Hyper equipped,2,1,2,214,E,46,Gas,Yes,2175.0,125,No,Others,135,No,As new,Yes,2300.0
1865,2,Hyper equipped,3,2,3,206,D,43,Gas,Yes,2225.0,150,No,Apartment ,150,No,As new,Yes,2375.0
1866,3,Hyper equipped,3,2,2,313,F,63,Gas,Yes,2350.0,50,No,Others,160,No,As new,Unknown,2400.0
1868,1,Hyper equipped,2,1,1,217,Not specified,46,Gas,Yes,1200.0,225,No,Apartment ,85,No,As new,Yes,1425.0
1869,6,Others,1,1,1,56,B,46,Gas,Yes,1200.0,270,No,Apartment ,69,No,Good,Unknown,1470.0
1870,2,USA installed,2,1,2,288,F,57,Gas,Yes,1200.0,150,No,Apartment ,114,No,Just renovated,Yes,1350.0
1871,0,Installed,4,1,2,306,F,61,Gas,Yes,2100.0,0,No,Others,120,No,Just renovated,No,2100.0
1873,3,Installed,4,2,2,227,Not specified,57,Gas,Yes,2300.0,0,No,Others,180,Unknown,Just renovated,No,2300.0
1875,1,Others,2,1,2,166,D,33,Gas,Yes,2150.0,0,No,Apartment ,159,No,As new,No,2150.0
1876,1,Hyper equipped,3,1,2,154,D,30,Gas,Yes,1500.0,0,No,Apartment ,110,No,Just renovated,Yes,1500.0
1878,1,Hyper equipped,3,2,2,131,C,26,Gas,Yes,1350.0,275,No,Apartment ,111,No,Good,Yes,1625.0
1879,1,USA hyper equipped,2,1,2,20,Others,49,Gas,Yes,1400.0,100,No,Apartment ,80,No,Good,Yes,1500.0
1880,1,USA hyper equipped,3,1,2,132,C,28,Gas,Yes,1750.0,120,No,Apartment ,130,No,As new,Yes,1870.0
1881,0,Installed,2,1,2,206,Not specified,53,Gas,Yes,2400.0,225,No,Apartment ,110,No,As new,Yes,2625.0
1882,5,Installed,3,2,2,200,D,42,Gas,Yes,1500.0,180,No,Duplex ,135,Unknown,Just renovated,Yes,1680.0
1883,1,Others,2,1,1,203,Not specified,39,Gas,Yes,1000.0,100,No,Apartment ,80,Unknown,Just renovated,No,1100.0
1884,1,Hyper equipped,2,2,2,227,Not specified,52,Gas,Yes,1600.0,50,No,Apartment ,95,Yes,As new,No,1650.0
1885,1,Installed,1,1,1,352,Others,75,Gas,Yes,700.0,10,No,Apartment ,55,No,As new,Unknown,710.0
1886,1,USA hyper equipped,3,1,2,227,Not specified,57,Gas,Yes,2300.0,200,No,Apartment ,139,Unknown,As new,Yes,2500.0
1888,0,USA hyper equipped,2,1,1,80,B,14,Gas,Yes,1100.0,80,No,Apartment ,88,No,As new,Yes,1180.0
1889,2,USA installed,1,1,1,270,E,51,Gas,Yes,845.0,0,No,Apartment ,54,Unknown,As new,No,845.0
1891,1,Others,1,1,1,340,F,68,Gas,Yes,1095.0,0,No,Apartment ,64,No,As new,Unknown,1095.0
1892,4,USA hyper equipped,2,1,2,145,Not specified,10,Gas,Yes,2375.0,125,No,Others,125,No,As new,Yes,2500.0
1893,2,Hyper equipped,2,1,2,159,Not specified,42,Gas,Yes,1500.0,250,No,Apartment ,110,No,Good,Yes,1750.0
1895,3,USA installed,1,1,1,205,D,44,Gas,Yes,700.0,170,No,Apartment ,45,Unknown,As new,Yes,870.0
1896,3,Installed,1,1,1,220,E,44,Gas,Yes,695.0,70,No,Apartment ,54,No,As new,Unknown,765.0
1899,2,USA hyper equipped,3,1,2,130,C,25,Gas,Yes,1500.0,150,No,Others,163,Yes,As new,Yes,1650.0
1900,0,Installed,3,1,2,404,Others,63,Others,Yes,1800.0,0,No,Others,155,Unknown,Good,No,1800.0
1901,1,USA hyper equipped,1,1,1,89,B,48,Gas,Yes,1700.0,0,No,Apartment ,68,Yes,As new,Yes,1700.0
1903,1,Hyper equipped,1,1,1,89,B,48,Gas,Yes,1700.0,0,No,Duplex ,68,Yes,As new,Unknown,1700.0
1907,1,Hyper equipped,1,1,1,173,D,37,Gas,Yes,790.0,96,No,Apartment ,55,No,As new,No,886.0
1908,3,Others,3,2,2,263,E,30,Gas,Yes,1450.0,275,No,Apartment ,112,No,Just renovated,Yes,1725.0
1909,1,USA hyper equipped,2,1,1,214,Not specified,49,Gas,No,1400.0,150,No,Apartment ,105,Unknown,As new,Yes,1550.0
1911,2,Hyper equipped,2,2,2,239,E,51,Gas,Yes,2400.0,150,No,Duplex ,170,No,As new,Yes,2550.0
1912,0,Installed,1,1,1,182,D,36,Gas,Yes,860.0,160,No,Apartment ,90,No,As new,Yes,1020.0
1913,0,Installed,4,1,2,280,F,60,Gas,Yes,1895.0,0,No,Others,150,Unknown,Good,No,1895.0
1914,4,Hyper equipped,2,1,1,246,Not specified,52,Others,Yes,1105.0,300,No,Apartment ,120,Unknown,As new,Yes,1405.0
1915,2,Others,1,1,1,272,Not specified,58,Gas,Yes,850.0,0,No,Apartment ,90,Unknown,As new,No,850.0
1916,0,Hyper equipped,4,2,3,322,Not specified,63,Gas,Yes,2650.0,0,No,Others,210,Unknown,As new,Unknown,2650.0
1917,0,Installed,2,1,2,206,D,41,Gas,Yes,1200.0,60,No,Duplex ,130,No,Good,Unknown,1260.0
1918,2,Hyper equipped,1,1,1,255,Not specified,53,Gas,Yes,1350.0,75,No,Apartment ,73,Yes,Just renovated,No,1425.0
1919,2,Hyper equipped,1,1,1,246,Not specified,52,Gas,Yes,1440.0,100,No,Apartment ,116,No,As new,Yes,1540.0
1920,3,Hyper equipped,3,1,2,184,D,55,Gas,Yes,1550.0,300,No,Apartment ,135,No,As new,Yes,1850.0
1921,0,USA hyper equipped,1,1,1,95,B,9,Gas,Yes,1050.0,80,No,Others,71,No,As new,Yes,1130.0
1922,0,Hyper equipped,4,1,2,284,F,42,Gas,Yes,1800.0,0,No,Others,150,Unknown,Just renovated,Unknown,1800.0
1923,0,USA hyper equipped,1,1,1,378,Others,75,Gas,Yes,1350.0,50,No,Others,69,No,Just renovated,No,1400.0
1924,2,Hyper equipped,3,3,2,132,C,55,Gas,Yes,1950.0,0,No,Apartment ,151,No,As new,Yes,1950.0
1926,0,Hyper equipped,2,1,1,161,D,32,Gas,Yes,1250.0,200,No,Apartment ,122,Unknown,Good,Yes,1450.0
1928,2,Installed,3,1,2,167,D,18,Gas,Yes,1675.0,300,No,Apartment ,119,No,Good,Yes,1975.0
1929,3,Hyper equipped,2,1,1,147,C,29,Gas,Yes,1250.0,100,No,Apartment ,92,No,As new,Yes,1350.0
1930,2,USA hyper equipped,1,1,1,246,Not specified,52,Gas,Yes,1130.0,155,No,Duplex ,80,Unknown,As new,No,1285.0
1931,1,USA installed,1,1,1,154,D,30,Gas,Yes,680.0,70,No,Others,35,No,Good,Yes,750.0
1932,1,Installed,1,1,1,277,Not specified,61,Gas,Yes,750.0,130,No,Apartment ,67,No,As new,Yes,880.0
1933,3,USA hyper equipped,3,1,2,123,C,26,Gas,Yes,1650.0,125,No,Duplex ,130,Unknown,Just renovated,No,1775.0
1935,1,Installed,1,1,1,250,Not specified,39,Others,Yes,570.0,0,No,Others,50,Unknown,As new,Yes,570.0
1939,5,Installed,2,1,2,143,C,53,Gas,Yes,950.0,175,No,Apartment ,95,No,Just renovated,Yes,1125.0
1940,0,Hyper equipped,2,1,2,193,D,38,Gas,Yes,1275.0,70,No,Apartment ,106,No,As new,Yes,1345.0
1941,3,USA hyper equipped,2,2,2,138,C,23,Gas,Yes,2250.0,250,No,Apartment ,91,No,As new,Yes,2500.0
1942,4,Installed,2,1,1,220,Not specified,47,Gas,No,1300.0,250,No,Apartment ,102,No,As new,Unknown,1550.0
1943,1,USA installed,2,1,2,220,Not specified,47,Gas,Yes,1300.0,200,No,Apartment ,100,Unknown,As new,Yes,1500.0
1944,2,Hyper equipped,2,1,1,247,Not specified,52,Gas,Yes,949.0,59,No,Apartment ,85,Unknown,As new,No,1008.0
1946,4,USA hyper equipped,2,1,1,233,Not specified,58,Gas,Yes,1100.0,30,No,Apartment ,110,No,As new,Unknown,1130.0
1947,2,USA hyper equipped,2,1,1,100,C,50,Gas,Yes,1150.0,175,No,Apartment ,100,No,Good,Yes,1325.0
1948,4,USA hyper equipped,2,1,2,317,F,64,Gas,Yes,1400.0,400,No,Others,128,No,As new,Yes,1800.0
1950,1,USA hyper equipped,2,1,1,36,Others,8,Gas,No,1350.0,100,No,Apartment ,102,Unknown,As new,Yes,1450.0
1951,2,Installed,1,1,1,272,Not specified,58,Gas,Yes,850.0,170,No,Apartment ,65,No,Just renovated,Yes,1020.0
1952,3,Hyper equipped,1,1,1,281,Not specified,61,Gas,No,990.0,60,No,Apartment ,97,Unknown,Good,Unknown,1050.0
1953,1,Hyper equipped,1,1,1,365,Not specified,79,Gas,No,800.0,140,No,Apartment ,48,Unknown,As new,Unknown,940.0
1954,0,Hyper equipped,4,2,1,207,D,41,Gas,Yes,2800.0,0,No,Others,200,No,As new,No,2800.0
1955,1,USA hyper equipped,1,1,1,130,C,27,Gas,Yes,850.0,110,No,Apartment ,77,No,Good,Yes,960.0
1956,1,Hyper equipped,1,1,1,324,F,69,Gas,Yes,750.0,200,No,Apartment ,47,No,As new,Yes,950.0
1957,1,USA hyper equipped,3,2,2,115,C,22,Gas,Yes,2600.0,200,No,Apartment ,210,No,As new,Yes,2800.0
1958,1,USA hyper equipped,2,2,2,117,C,34,Gas,Yes,1475.0,100,No,Apartment ,97,Yes,As new,Yes,1575.0
1959,1,Installed,1,1,1,231,Not specified,46,Gas,No,670.0,85,No,Others,47,No,As new,Yes,755.0
1960,2,Installed,1,1,1,263,Not specified,50,Gas,No,900.0,100,No,Apartment ,65,No,As new,Unknown,1000.0
1961,1,Installed,1,1,1,263,Not specified,50,Gas,No,900.0,100,No,Apartment ,65,No,As new,Unknown,1000.0
1962,4,Hyper equipped,2,2,2,101,C,21,Gas,Yes,1300.0,250,No,Apartment ,155,No,As new,Yes,1550.0
1963,2,Hyper equipped,1,1,1,236,E,45,Gas,Yes,800.0,0,No,Apartment ,56,No,Just renovated,No,800.0
1965,5,Hyper equipped,2,2,1,106,C,22,Gas,Yes,1600.0,280,No,Apartment ,110,No,As new,Yes,1880.0
1966,3,Hyper equipped,3,2,3,248,E,49,Gas,Yes,1750.0,280,No,Others,134,No,As new,Yes,2030.0
1967,3,Hyper equipped,2,1,1,192,D,41,Gas,Yes,1300.0,60,No,Apartment ,100,No,Good,Yes,1360.0
1968,1,Hyper equipped,2,1,2,62,B,38,Gas,Yes,1450.0,150,No,Apartment ,100,Unknown,As new,Yes,1600.0
1969,0,USA hyper equipped,2,1,1,49,B,63,Gas,Yes,1250.0,0,No,Others,90,No,As new,Yes,1250.0
1970,2,Others,2,1,1,189,D,40,Gas,Yes,1020.0,60,No,Apartment ,75,No,Good,No,1080.0
1973,0,Others,1,1,1,334,F,72,Gas,No,725.0,50,No,Others,36,Yes,Good,No,775.0
1974,6,USA hyper equipped,2,2,2,123,C,24,Gas,Yes,1720.0,190,No,Others,102,Unknown,As new,Yes,1910.0
1975,1,Installed,3,1,1,160,Not specified,50,Gas,No,2150.0,0,No,Others,172,No,As new,Unknown,2150.0
1977,3,Hyper equipped,1,1,1,256,Not specified,50,Others,No,650.0,50,No,Apartment ,60,Yes,As new,No,700.0
1978,4,USA hyper equipped,3,2,3,192,D,38,Gas,Yes,1950.0,208,No,Duplex ,177,No,As new,Yes,2158.0
1981,0,Installed,1,1,1,293,F,58,Gas,Yes,750.0,80,No,Others,54,No,Good,Yes,830.0
1982,0,Hyper equipped,4,1,2,235,Not specified,56,Gas,Yes,2100.0,150,No,Others,180,No,As new,No,2250.0
1983,6,Hyper equipped,2,2,2,240,E,48,Gas,Yes,1500.0,250,No,Apartment ,110,No,Good,Yes,1750.0
1984,1,USA hyper equipped,3,2,1,214,Not specified,14,Gas,Yes,1400.0,170,No,Apartment ,117,No,As new,Yes,1570.0
1985,0,Hyper equipped,2,1,1,371,Others,79,Gas,Yes,1275.0,50,No,Apartment ,90,No,As new,Unknown,1325.0
1986,4,Hyper equipped,1,1,1,233,Not specified,58,Gas,Yes,1100.0,80,No,Duplex ,85,Unknown,As new,No,1180.0
1987,1,Hyper equipped,1,1,1,140,Not specified,25,Gas,No,1180.0,40,No,Apartment ,80,Unknown,Just renovated,Unknown,1220.0
1988,1,USA hyper equipped,2,1,1,173,D,37,Gas,No,1800.0,100,No,Apartment ,90,Yes,Good,Yes,1900.0
1989,1,USA hyper equipped,2,2,1,73,B,15,Gas,Yes,1500.0,100,No,Apartment ,110,No,Good,Yes,1600.0
1990,2,Installed,2,1,1,206,Not specified,50,Gas,No,1050.0,0,No,Apartment ,95,Unknown,Good,Yes,1050.0
1991,3,USA installed,1,1,1,154,Not specified,36,Gas,No,970.0,15,No,Apartment ,86,Unknown,As new,No,985.0
1992,5,Hyper equipped,1,1,1,225,E,48,Gas,Yes,850.0,80,No,Apartment ,75,Unknown,Good,Yes,930.0
1993,3,Others,2,1,2,92,B,20,Gas,Yes,1100.0,0,No,Apartment ,100,No,Good,Yes,1100.0
1994,3,USA installed,1,1,1,114,C,61,Gas,Yes,750.0,50,No,Apartment ,60,Unknown,As new,No,800.0
1995,1,Hyper equipped,2,1,1,193,D,41,Gas,Yes,890.0,150,No,Apartment ,70,No,As new,Unknown,1040.0
1997,0,Installed,2,1,1,86,B,21,Gas,Yes,950.0,350,No,Apartment ,84,No,As new,Yes,1300.0
1999,4,Hyper equipped,1,1,1,238,E,47,Gas,Yes,900.0,250,No,Apartment ,60,Yes,As new,Yes,1150.0
2000,0,Hyper equipped,2,1,1,220,Not specified,47,Gas,Yes,1300.0,100,No,Apartment ,95,No,As new,Yes,1400.0
2001,1,Installed,2,1,2,131,C,28,Gas,Yes,2200.0,200,No,Apartment ,110,No,As new,Yes,2400.0
2003,5,Installed,2,2,2,167,D,53,Gas,Yes,1350.0,250,No,Apartment ,123,No,Good,Yes,1600.0
2005,4,USA hyper equipped,3,1,1,159,Not specified,42,Gas,Yes,1500.0,100,No,Others,126,Unknown,As new,Yes,1600.0
2007,2,Hyper equipped,2,2,2,122,C,24,Gas,Yes,1200.0,150,No,Apartment ,100,Unknown,As new,Unknown,1350.0
2008,1,USA hyper equipped,2,1,1,160,D,35,Gas,Yes,1380.0,60,No,Apartment ,90,No,As new,Yes,1440.0
2013,0,Hyper equipped,2,1,2,119,C,23,Gas,Yes,1750.0,75,No,Apartment ,165,No,As new,No,1825.0
2015,2,USA hyper equipped,1,1,1,247,Not specified,63,Gas,Yes,1250.0,50,No,Others,80,No,As new,Unknown,1300.0
2020,0,USA hyper equipped,2,1,1,244,E,48,Gas,Yes,1400.0,200,No,Apartment ,90,No,Good,No,1600.0
2021,2,Installed,1,1,1,247,Not specified,52,Gas,Yes,645.0,65,No,Apartment ,55,Unknown,As new,Unknown,710.0
2023,4,Hyper equipped,2,1,1,187,D,49,Gas,Yes,1150.0,145,No,Apartment ,88,No,As new,Yes,1295.0
2024,4,Hyper equipped,2,1,1,233,Not specified,58,Gas,Yes,1100.0,95,No,Apartment ,74,No,As new,Yes,1195.0
2027,1,USA hyper equipped,3,1,2,258,E,51,Gas,Yes,2550.0,0,No,Apartment ,116,No,As new,Yes,2550.0
2028,0,Hyper equipped,2,1,2,228,E,45,Gas,Yes,1350.0,0,No,Apartment ,145,No,Good,Unknown,1350.0
2029,5,USA installed,2,1,2,126,C,11,Gas,Yes,1140.0,200,No,Duplex ,121,No,Good,Yes,1340.0
2030,1,Hyper equipped,3,1,2,143,C,30,Gas,Yes,2100.0,200,No,Others,180,Unknown,As new,Unknown,2300.0
2031,0,Hyper equipped,1,1,1,89,B,40,Gas,Yes,925.0,125,No,Others,40,Yes,As new,Yes,1050.0
2032,3,Hyper equipped,3,2,2,121,C,25,Gas,Yes,2000.0,250,No,Apartment ,110,Yes,Good,Yes,2250.0
2033,2,USA hyper equipped,1,1,1,134,C,26,Gas,Yes,1300.0,65,No,Apartment ,68,No,Just renovated,Yes,1365.0
2034,2,USA hyper equipped,3,2,2,309,F,61,Gas,Yes,1850.0,65,No,Apartment ,99,No,Just renovated,Yes,1915.0
2035,1,USA hyper equipped,2,1,1,163,D,32,Gas,Yes,1500.0,65,No,Apartment ,86,No,As new,Yes,1565.0
2036,1,USA hyper equipped,2,1,1,244,E,48,Gas,Yes,1350.0,65,No,Apartment ,76,No,As new,Yes,1415.0
2037,2,Hyper equipped,3,2,2,244,E,48,Gas,Yes,1900.0,350,No,Apartment ,150,No,As new,Yes,2250.0
2040,0,USA hyper equipped,3,2,3,328,F,85,Others,Yes,1750.0,250,No,Apartment ,132,No,As new,Yes,2000.0
2041,1,Others,2,1,1,167,D,33,Gas,Yes,900.0,0,No,Apartment ,80,Unknown,Good,Yes,900.0
2042,1,Hyper equipped,1,1,1,245,Not specified,53,Gas,Yes,950.0,0,No,Apartment ,90,Unknown,Just renovated,No,950.0
2043,3,Installed,2,1,2,101,C,21,Gas,Yes,1500.0,150,No,Apartment ,120,No,As new,Yes,1650.0
2044,0,Installed,3,1,1,83,B,16,Gas,Yes,2500.0,250,No,Apartment ,180,Unknown,As new,Yes,2750.0
2045,3,Hyper equipped,2,1,1,203,Not specified,39,Gas,Yes,1000.0,250,No,Apartment ,90,Unknown,As new,Unknown,1250.0
2047,3,Hyper equipped,1,1,2,235,Not specified,56,Gas,No,2100.0,100,No,Duplex ,160,Yes,Good,Yes,2200.0
2048,5,Hyper equipped,1,1,1,205,D,41,Gas,Yes,1400.0,0,No,Apartment ,65,Yes,As new,Yes,1400.0
2049,0,Hyper equipped,3,1,2,306,F,61,Gas,Yes,2100.0,0,No,Others,132,No,Just renovated,No,2100.0
2050,0,Hyper equipped,3,2,3,244,E,42,Gas,Yes,2550.0,100,No,Others,130,No,As new,No,2650.0
2051,0,USA hyper equipped,2,1,2,235,Not specified,56,Gas,Yes,2100.0,400,No,Duplex ,160,Yes,As new,Yes,2500.0
2052,2,Hyper equipped,3,2,3,206,D,43,Gas,Yes,2275.0,150,No,Apartment ,125,No,As new,Yes,2425.0
2054,0,Hyper equipped,1,1,1,245,Not specified,53,Gas,Yes,950.0,50,No,Apartment ,55,Yes,As new,Yes,1000.0
2055,0,Hyper equipped,1,1,1,263,Not specified,50,Gas,Yes,900.0,50,No,Others,55,No,As new,Yes,950.0
2056,0,USA hyper equipped,2,2,1,174,D,34,Gas,Yes,1850.0,50,No,Duplex ,140,No,Just renovated,No,1900.0
2057,3,USA hyper equipped,2,2,1,279,F,55,Gas,Yes,1350.0,300,No,Apartment ,168,No,As new,Yes,1650.0
2058,2,Hyper equipped,2,2,2,101,C,20,Gas,Yes,1270.0,150,No,Apartment ,90,No,As new,Yes,1420.0
2059,2,USA hyper equipped,2,1,1,214,Not specified,49,Gas,Yes,1400.0,120,No,Apartment ,90,No,As new,Yes,1520.0
2060,1,USA hyper equipped,1,1,1,142,C,50,Gas,Yes,900.0,0,No,Duplex ,65,Unknown,Good,No,900.0
2061,6,Hyper equipped,3,2,2,168,D,33,Gas,Yes,1750.0,150,No,Apartment ,120,No,Good,Yes,1900.0
2062,0,USA installed,2,2,1,15,Others,48,Gas,Yes,1700.0,250,No,Apartment ,100,No,As new,Yes,1950.0
2063,0,Hyper equipped,2,2,2,215,E,46,Gas,Yes,2000.0,200,No,Apartment ,135,No,As new,No,2200.0
2065,2,Others,1,1,1,263,Not specified,50,Others,Yes,900.0,150,No,Apartment ,69,Unknown,As new,Yes,1050.0
2068,4,Hyper equipped,2,1,2,122,C,22,Gas,Yes,1350.0,165,No,Apartment ,113,No,As new,Yes,1515.0
2069,6,Hyper equipped,1,1,2,109,C,23,Gas,Yes,1380.0,175,No,Others,100,Yes,Just renovated,Yes,1555.0
2071,2,Hyper equipped,3,2,2,46,Others,10,Gas,Yes,2200.0,120,No,Apartment ,124,No,As new,Yes,2320.0
2072,0,Hyper equipped,3,2,2,153,D,53,Others,Yes,2400.0,400,No,Others,210,Unknown,As new,Yes,2800.0
2073,2,Installed,1,1,1,170,D,36,Gas,Yes,850.0,160,No,Apartment ,55,No,As new,Yes,1010.0
2074,5,Others,2,1,1,233,Not specified,58,Gas,Yes,1100.0,150,No,Apartment ,100,Unknown,As new,Yes,1250.0
2077,2,USA hyper equipped,1,1,1,141,C,27,Gas,Yes,1670.0,350,No,Apartment ,80,Yes,As new,Yes,2020.0
2078,3,Installed,2,1,1,159,Not specified,42,Gas,No,1500.0,50,No,Apartment ,100,No,As new,Unknown,1550.0
2079,2,Hyper equipped,2,1,2,153,D,42,Gas,No,1800.0,120,No,Apartment ,145,Unknown,Good,Yes,1920.0
2080,2,Hyper equipped,1,1,1,44,Others,52,Gas,Yes,854.0,76,No,Apartment ,70,No,As new,Unknown,930.0
2081,4,Hyper equipped,2,1,1,233,Not specified,58,Gas,Yes,1100.0,170,No,Apartment ,85,Yes,As new,Yes,1270.0
2083,1,Installed,2,2,2,191,Not specified,37,Gas,No,1975.0,0,No,Duplex ,135,No,As new,Unknown,1975.0
2084,3,Installed,2,2,2,204,Not specified,44,Gas,No,1650.0,150,No,Duplex ,110,No,As new,Unknown,1800.0
2085,6,Installed,2,1,1,184,D,36,Gas,Yes,850.0,0,No,Apartment ,100,Unknown,Good,Yes,850.0
2086,2,USA hyper equipped,1,1,1,38,Others,6,Gas,Yes,1000.0,100,No,Others,40,Yes,As new,Yes,1100.0
2088,0,Hyper equipped,1,1,2,199,D,39,Gas,Yes,1600.0,125,No,Others,70,Yes,As new,Yes,1725.0
2089,4,USA hyper equipped,1,1,1,209,D,54,Gas,Yes,1050.0,200,No,Apartment ,70,Unknown,As new,Yes,1250.0
2090,1,Hyper equipped,1,1,1,119,C,23,Gas,Yes,1000.0,250,No,Others,30,Yes,Just renovated,No,1250.0
2091,3,Installed,2,1,1,298,F,47,Gas,Yes,1300.0,175,No,Apartment ,90,Yes,As new,Unknown,1475.0
2092,5,Hyper equipped,2,1,1,153,D,39,Gas,Yes,1000.0,150,No,Apartment ,91,No,As new,Yes,1150.0
2093,2,Hyper equipped,1,1,1,267,E,57,Gas,Yes,820.0,0,No,Apartment ,60,No,As new,Unknown,820.0
2094,0,Hyper equipped,3,1,2,178,D,48,Gas,Yes,1700.0,0,No,Duplex ,143,No,Just renovated,Unknown,1700.0
2095,3,Hyper equipped,1,1,1,95,Not specified,10,Gas,Yes,1145.0,300,No,Apartment ,55,Yes,As new,No,1445.0
2096,2,Hyper equipped,3,1,1,185,Not specified,36,Gas,Yes,2000.0,0,No,Duplex ,132,No,As new,Unknown,2000.0
2097,0,Hyper equipped,2,1,2,199,Not specified,43,Gas,Yes,2500.0,0,No,Duplex ,176,No,As new,Unknown,2500.0
2098,2,Hyper equipped,1,1,1,227,Not specified,52,Gas,Yes,1600.0,0,No,Apartment ,60,Yes,As new,No,1600.0
2099,3,Hyper equipped,1,1,1,235,E,55,Gas,Yes,1300.0,350,No,Apartment ,70,Yes,As new,Unknown,1650.0
2101,5,Hyper equipped,1,1,1,214,Not specified,41,Gas,Yes,1400.0,0,No,Apartment ,65,Yes,As new,Yes,1400.0
2102,4,Hyper equipped,2,1,1,180,D,38,Gas,Yes,1500.0,316,No,Apartment ,107,Yes,As new,Yes,1816.0
2104,1,Installed,1,1,1,315,F,53,Gas,Yes,950.0,0,No,Duplex ,55,No,Good,Unknown,950.0
2105,1,USA hyper equipped,2,2,3,114,C,21,Gas,Yes,1975.0,150,No,Others,135,No,As new,No,2125.0
2106,0,USA hyper equipped,2,2,2,150,C,28,Gas,Yes,1650.0,150,No,Duplex ,92,No,As new,No,1800.0
2107,2,Hyper equipped,2,1,1,188,D,40,Gas,Yes,1350.0,100,No,Apartment ,107,No,As new,Yes,1450.0
2108,5,USA installed,1,1,1,272,Not specified,58,Gas,Yes,850.0,240,No,Others,50,Yes,As new,Yes,1090.0
2109,1,Hyper equipped,3,1,2,214,E,45,Gas,Yes,1750.0,0,No,Duplex ,156,No,As new,No,1750.0
